frequency;letter;
9;s;4,316831683
3;s;4,336633663
5;s;4,326732673
5;m;4,297029703
3;t;4,316831683
5;s;4,386138614
5;m;4,336633663
5;t;4,366336634
4;t;4,376237624
4;s;4,356435644
5;s;4,405940594
5;t;4,445544554
4;t;4,455445545
8;r;4,455445545
3;t;4,445544554
4;r;4,465346535
5;t;4,495049505
3;t;4,465346535
4;t;4,504950495
7;t;4,485148515
4;r;4,574257426
6;t;4,534653465
4;r;4,524752475
4;t;4,564356436
5;m;4,544554455
4;t;4,514851485
4;t;4,524752475
4;t;4,514851485
5;m;4,475247525
6;r;4,475247525
5;t;4,495049505
4;n;4,495049505
4;t;4,475247525
4;s;4,455445545
7;s;4,445544554
4;m;4,445544554
4;t;4,455445545
5;t;4,495049505
5;m;4,415841584
5;m;4,445544554
4;s;4,346534653
4;n;4,346534653
6;m;4,376237624
4;r;4,316831683
5;t;4,366336634
5;s;4,366336634
6;t;4,376237624
5;s;4,356435644
5;t;4,366336634
3;m;4,366336634
4;r;4,356435644
3;t;4,316831683
6;c;4,356435644
5;m;4,366336634
3;s;4,396039604
4;s;4,396039604
4;t;4,415841584
4;t;4,445544554
4;t;4,465346535
4;s;4,495049505
4;t;4,495049505
4;t;4,534653465
4;c;4,564356436
4;r;4,594059406
3;t;4,554455446
6;r;4,554455446
4;s;4,594059406
5;m;4,603960396
5;s;4,633663366
4;t;4,594059406
4;s;4,594059406
6;s;4,554455446
5;s;4,544554455
4;r;4,564356436
4;n;4,584158416
4;t;4,603960396
4;t;4,673267327
3;t;4,633663366
1;r;4,693069307
4;s;4,693069307
4;s;4,693069307
4;s;4,702970297
5;s;4,643564356
4;r;4,613861386
4;n;4,663366337
3;r;4,643564356
6;n;4,673267327
5;t;4,663366337
4;m;4,623762376
5;s;4,633663366
6;s;4,633663366
5;n;4,633663366
3;t;4,653465347
5;m;4,663366337
4;m;4,623762376
3;r;4,623762376
3;r;4,554455446
5;t;4,485148515
5;t;4,465346535
4;s;4,435643564
5;m;4,415841584
4;m;4,376237624
5;t;4,445544554
5;n;4,455445545
3;r;4,445544554
4;s;4,425742574
4;c;4,405940594
4;r;4,386138614
4;s;4,405940594
6;r;4,435643564
4;r;4,455445545
5;t;4,524752475
4;t;4,495049505
5;r;4,485148515
4;t;4,554455446
6;t;4,485148515
3;t;4,455445545
4;t;4,504950495
4;r;4,504950495
4;s;4,534653465
4;s;4,554455446
3;r;4,584158416
4;s;4,514851485
4;s;4,475247525
5;r;4,445544554
2;t;4,465346535
3;s;4,495049505
4;s;4,485148515
4;q;4,534653465
5;t;4,485148515
4;s;4,485148515
3;t;4,485148515
6;t;4,465346535
4;s;4,455445545
4;n;4,425742574
7;n;4,455445545
4;t;4,465346535
3;t;4,485148515
3;t;4,524752475
4;r;4,485148515
3;t;4,485148515
3;r;4,475247525
4;l;4,524752475
4;s;4,524752475
4;s;4,534653465
3;s;4,514851485
3;t;4,524752475
5;m;4,485148515
6;t;4,544554455
5;s;4,623762376
6;c;4,613861386
4;r;4,584158416
4;s;4,594059406
5;s;4,584158416
4;m;4,574257426
4;r;4,534653465
5;l;4,544554455
4;n;4,544554455
3;r;4,514851485
3;s;4,544554455
3;t;4,564356436
3;s;4,584158416
5;t;4,544554455
4;r;4,584158416
5;m;4,594059406
4;t;4,603960396
6;r;4,603960396
5;s;4,613861386
3;t;4,603960396
5;t;4,504950495
4;s;4,514851485
4;t;4,544554455
5;r;4,485148515
4;t;4,514851485
5;s;4,544554455
5;r;4,554455446
5;r;4,584158416
4;t;4,574257426
5;r;4,524752475
5;s;4,495049505
6;n;4,485148515
3;r;4,504950495
4;p;4,504950495
4;m;4,524752475
4;t;4,495049505
5;s;4,504950495
3;s;4,475247525
4;t;4,495049505
4;r;4,455445545
4;s;4,495049505
5;t;4,455445545
6;r;4,475247525
3;t;4,514851485
4;r;4,514851485
6;t;4,485148515
5;t;4,455445545
4;s;4,475247525
4;r;4,445544554
4;n;4,495049505
4;t;4,534653465
5;r;4,495049505
4;m;4,495049505
5;t;4,514851485
3;s;4,514851485
4;r;4,554455446
7;t;4,623762376
4;r;4,613861386
3;r;4,594059406
4;t;4,633663366
4;m;4,564356436
6;t;4,574257426
4;n;4,554455446
4;m;4,514851485
4;r;4,504950495
4;d;4,495049505
6;t;4,485148515
4;s;4,455445545
4;t;4,435643564
4;t;4,386138614
5;s;4,326732673
5;p;4,376237624
5;t;4,405940594
4;r;4,405940594
6;s;4,366336634
4;s;4,336633663
5;t;4,326732673
5;s;4,336633663
3;r;4,405940594
3;t;4,455445545
5;s;4,455445545
5;m;4,485148515
3;p;4,504950495
6;t;4,514851485
4;t;4,534653465
7;r;4,534653465
4;s;4,504950495
3;t;4,504950495
4;r;4,534653465
4;r;4,564356436
5;t;4,574257426
5;s;4,534653465
4;r;4,504950495
3;s;4,465346535
5;t;4,475247525
4;c;4,475247525
5;t;4,455445545
5;t;4,485148515
5;m;4,415841584
5;r;4,396039604
4;m;4,425742574
4;s;4,435643564
4;r;4,425742574
4;r;4,425742574
3;q;4,415841584
4;s;4,425742574
5;s;4,445544554
4;r;4,524752475
4;t;4,514851485
4;t;4,544554455
3;s;4,544554455
5;t;4,594059406
4;t;4,574257426
6;t;4,554455446
4;t;4,584158416
5;m;4,594059406
6;s;4,603960396
3;t;4,594059406
4;s;4,633663366
4;r;4,623762376
5;r;4,663366337
5;s;4,633663366
3;t;4,623762376
5;t;4,584158416
4;r;4,554455446
4;s;4,534653465
3;r;4,465346535
3;t;4,465346535
4;s;4,405940594
4;t;4,405940594
6;s;4,425742574
5;s;4,425742574
4;t;4,435643564
4;m;4,445544554
7;s;4,405940594
3;t;4,386138614
5;s;4,346534653
3;s;4,336633663
3;n;4,336633663
5;r;4,336633663
5;r;4,198019802
5;r;4,178217822
4;t;4,168316832
5;s;4,207920792
4;t;4,227722772
4;r;4,267326733
5;m;4,316831683
5;t;4,297029703
3;s;4,306930693
4;s;4,287128713
5;m;4,306930693
4;t;4,287128713
5;s;4,247524752
4;t;4,267326733
7;r;4,306930693
4;t;4,326732673
5;r;4,336633663
7;r;4,336633663
4;s;4,376237624
4;t;4,356435644
4;t;4,405940594
3;s;4,455445545
4;s;4,485148515
4;t;4,475247525
4;s;4,534653465
5;n;4,554455446
4;s;4,594059406
5;t;4,643564356
7;t;4,643564356
4;n;4,663366337
6;s;4,603960396
4;t;4,613861386
5;m;4,633663366
4;n;4,653465347
4;t;4,643564356
4;s;4,643564356
3;s;4,603960396
4;t;4,633663366
4;r;4,574257426
3;s;4,564356436
5;s;4,544554455
4;s;4,514851485
4;t;4,504950495
7;r;4,524752475
4;t;4,495049505
5;t;4,485148515
4;s;4,465346535
3;s;4,445544554
4;t;4,455445545
5;s;4,465346535
4;m;4,524752475
4;t;4,534653465
4;n;4,524752475
4;m;4,504950495
5;r;4,504950495
5;t;4,485148515
6;s;4,475247525
5;r;4,504950495
3;s;4,514851485
5;s;4,524752475
5;t;4,564356436
4;m;4,584158416
5;t;4,584158416
5;s;4,554455446
4;r;4,564356436
4;t;4,524752475
4;t;4,495049505
5;t;4,504950495
5;n;4,524752475
6;n;4,495049505
4;r;4,485148515
4;m;4,455445545
5;n;4,524752475
4;s;4,554455446
3;n;4,574257426
5;n;4,554455446
4;s;4,613861386
4;s;4,643564356
5;t;4,683168317
4;r;4,702970297
3;s;4,693069307
4;t;4,683168317
5;m;4,673267327
5;t;4,722772277
5;n;4,702970297
3;p;4,722772277
5;s;4,732673267
5;s;4,663366337
7;s;4,683168317
4;s;4,693069307
3;s;4,693069307
1;r;4,683168317
3;t;4,673267327
5;m;4,653465347
3;s;4,633663366
4;s;4,643564356
4;r;4,633663366
5;s;4,554455446
4;t;4,485148515
3;t;4,485148515
4;t;4,504950495
5;m;4,465346535
5;s;4,514851485
6;r;4,475247525
6;s;4,455445545
4;s;4,465346535
4;s;4,504950495
5;s;4,554455446
3;m;4,554455446
5;s;4,524752475
6;t;4,485148515
4;r;4,475247525
4;s;4,435643564
5;t;4,455445545
4;r;4,455445545
4;l;4,475247525
3;s;4,514851485
3;t;4,514851485
4;n;4,554455446
3;t;4,534653465
3;t;4,534653465
3;r;4,465346535
4;r;4,475247525
4;t;4,485148515
5;p;4,445544554
3;r;4,485148515
5;t;4,435643564
5;t;4,415841584
5;n;4,425742574
4;s;4,435643564
7;s;4,475247525
4;t;4,455445545
6;s;4,405940594
4;m;4,396039604
4;s;4,415841584
5;s;4,435643564
6;s;4,396039604
5;n;4,415841584
4;t;4,435643564
4;t;4,455445545
4;s;4,425742574
5;n;4,455445545
3;t;4,485148515
3;t;4,495049505
4;s;4,495049505
3;s;4,475247525
5;r;4,495049505
4;m;4,475247525
4;t;4,485148515
5;s;4,514851485
5;r;4,544554455
5;t;4,544554455
4;s;4,584158416
4;l;4,584158416
4;t;4,544554455
5;s;4,534653465
6;s;4,544554455
4;n;4,504950495
5;s;4,524752475
3;n;4,475247525
5;s;4,495049505
3;s;4,475247525
5;t;4,495049505
6;r;4,465346535
5;s;4,465346535
3;s;4,415841584
4;c;4,396039604
4;r;4,396039604
6;r;4,376237624
3;t;4,405940594
4;t;4,346534653
3;s;4,356435644
4;s;4,396039604
5;r;4,396039604
4;t;4,425742574
4;n;4,415841584
3;n;4,495049505
5;m;4,485148515
5;s;4,445544554
5;t;4,514851485
4;t;4,504950495
3;s;4,524752475
5;t;4,534653465
4;s;4,534653465
4;s;4,594059406
5;t;4,633663366
3;m;4,673267327
5;s;4,702970297
4;m;4,752475248
2;n;4,673267327
4;t;4,693069307
5;t;4,702970297
5;r;4,673267327
5;t;4,683168317
2;r;4,643564356
4;t;4,643564356
5;s;4,623762376
5;t;4,603960396
4;r;4,594059406
5;s;4,643564356
4;s;4,623762376
4;n;4,693069307
6;m;4,643564356
5;m;4,673267327
6;s;4,653465347
5;t;4,653465347
4;t;4,603960396
4;n;4,594059406
4;n;4,564356436
3;m;4,633663366
3;t;4,633663366
5;s;4,643564356
4;s;4,653465347
2;t;4,732673267
4;s;4,742574257
3;t;4,762376238
6;t;4,742574257
3;t;4,732673267
7;s;4,712871287
4;t;4,712871287
4;s;4,722772277
4;t;4,683168317
4;m;4,732673267
4;n;4,663366337
3;c;4,673267327
4;r;4,653465347
3;s;4,673267327
3;l;4,702970297
4;t;4,683168317
4;s;4,663366337
4;t;4,633663366
3;t;4,633663366
4;n;4,673267327
5;s;4,623762376
4;n;4,554455446
4;r;4,534653465
4;n;4,524752475
7;t;4,564356436
3;n;4,544554455
6;t;4,504950495
4;m;4,495049505
7;s;4,465346535
4;s;4,445544554
4;t;4,504950495
3;t;4,514851485
4;s;4,514851485
4;d;4,514851485
3;t;4,554455446
5;s;4,574257426
5;t;4,564356436
6;t;4,584158416
5;s;4,613861386
3;t;4,603960396
3;t;4,564356436
4;r;4,584158416
4;r;4,584158416
3;r;4,613861386
6;n;4,653465347
5;s;4,702970297
3;n;4,732673267
4;r;4,702970297
6;t;4,702970297
3;t;4,712871287
6;s;4,702970297
5;t;4,712871287
4;b;4,732673267
5;r;4,742574257
5;s;4,752475248
4;t;4,762376238
4;t;4,732673267
5;r;4,712871287
3;t;4,670103093
3;r;4,663043478
4;t;4,701149425
4;l;4,707317073
3;t;
8;s;
5;s;
4;r;
6;n;
5;t;
4;c;
5;n;
4;s;
5;t;
5;t;
4;t;
3;n;
6;t;
6;s;
4;t;
5;s;
6;t;
5;l;
6;t;
6;s;
5;r;
5;c;
5;t;
4;r;
4;r;
4;m;
5;t;
5;s;
5;s;
5;s;
4;t;
4;s;
4;n;
4;t;
5;n;
6;n;
5;s;
5;t;
4;s;
5;s;
4;s;
5;t;
3;s;
4;t;
5;n;
3;s;
5;t;
4;n;
5;r;
3;s;
4;t;
4;t;
7;s;
4;s;
3;t;
6;l;
5;q;
4;s;
4;t;
5;t;
5;s;
3;n;
4;r;
4;n;
4;r;
5;s;
4;t;
5;d;
6;s;
3;t;
4;n;
3;t;
4;n;
4;r;
3;s;
4;t;
5;l;
5;t;
6;r;
5;s;
5;t;
4;c;
5;t;
6;m;
5;t;
3;t;
4;s;
5;s;
3;t;
4;s;
4;t;
3;s;
4;r;
4;r;
3;t;
3;s;
4;s;
3;r;
4;n;
4;s;
4;r;
4;m;
4;t;
3;r;
6;s;
5;t;
4;t;
5;s;
6;s;
4;m;
6;s;
5;t;
6;t;
4;s;
4;r;
4;t;
4;s;
5;m;
4;s;
4;s;
4;t;
4;t;
4;r;
3;t;
3;s;
7;t;
4;t;
6;t;
5;r;
5;t;
4;r;
5;s;
5;t;
5;t;
4;m;
4;n;
5;t;
4;r;
3;s;
5;r;
4;t;
3;s;
4;t;
3;t;
5;s;
3;t;
4;r;
4;s;
4;s;
5;t;
4;c;
5;t;
4;t;
3;s;
5;t;
3;s;
5;s;
5;r;
4;s;
4;s;
4;t;
4;t;
5;s;
4;r;
4;t;
5;s;
3;r;
5;s;
4;t;
5;r;
4;t;
5;t;
5;s;
4;s;
4;t;
4;s;
4;n;
6;m;
6;t;
5;r;
5;m;
4;s;
5;n;
4;s;
6;n;
3;s;
5;m;
4;s;
3;r;
4;t;
5;s;
4;t;
5;s;
4;t;
4;t;
3;t;
5;t;
3;s;
5;t;
6;s;
4;t;
5;s;
5;t;
4;s;
3;t;
3;t;
5;t;
4;t;
4;t;
3;t;
3;s;
4;n;
4;t;
3;n;
4;s;
5;s;
5;s;
5;t;
4;l;
5;s;
4;r;
6;n;
4;s;
4;m;
7;t;
4;s;
5;t;
5;s;
3;t;
5;s;
6;m;
4;n;
4;t;
4;t;
3;p;
4;m;
4;t;
1;t;
4;n;
4;s;
4;t;
4;t;
4;n;
4;r;
5;s;
4;m;
4;c;
4;s;
4;s;
3;s;
5;s;
4;m;
5;m;
4;s;
6;t;
7;m;
5;t;
3;t;
2;m;
8;t;
3;s;
5;r;
4;t;
5;r;
4;c;
5;r;
6;t;
5;t;
4;s;
6;m;
5;t;
3;t;
5;s;
6;t;
4;n;
5;t;
5;c;
4;r;
4;t;
4;t;
4;t;
5;n;
4;r;
5;t;
3;s;
6;s;
4;s;
7;r;
3;s;
5;n;
4;r;
5;m;
5;s;
4;s;
5;n;
4;s;
4;c;
4;s;
4;p;
3;n;
3;t;
6;m;
5;s;
3;s;
3;t;
7;t;
3;s;
4;t;
4;s;
4;n;
3;n;
4;r;
6;s;
5;s;
4;r;
5;t;
3;r;
3;t;
4;t;
4;t;
4;m;
4;t;
5;m;
5;m;
6;n;
11;s;
5;r;
4;s;
3;s;
5;t;
6;m;
4;l;
5;m;
4;t;
4;c;
3;t;
5;s;
5;s;
3;t;
4;s;
4;m;
3;r;
4;t;
4;s;
4;t;
4;s;
4;r;
4;r;
5;n;
4;s;
3;r;
5;n;
5;r;
3;t;
5;n;
4;l;
6;n;
4;t;
3;r;
2;n;
4;s;
5;s;
7;r;
4;t;
4;t;
5;s;
4;n;
4;s;
4;t;
6;m;
4;d;
4;r;
5;t;
4;r;
5;n;
4;r;
5;n;
4;t;
4;s;
4;t;
4;t;
6;l;
6;t;
4;t;
3;t;
4;r;
4;t;
6;s;
4;t;
5;n;
4;t;
3;t;
4;n;
3;s;
4;t;
6;s;
4;s;
4;t;
4;t;
3;t;
3;t;
6;n;
3;t;
6;t;
3;n;
4;t;
4;r;
4;t;
4;r;
5;m;
3;m;
4;t;
7;s;
5;t;
3;t;
5;t;
5;r;
5;m;
4;r;
6;t;
4;t;
4;r;
7;s;
5;t;
4;m;
4;r;
4;t;
3;r;
4;t;
3;r;
5;t;
3;s;
3;n;
5;s;
6;t;
5;n;
5;n;
4;n;
6;t;
4;d;
5;t;
3;b;
4;t;
5;t;
5;r;
5;t;
5;r;
4;s;
5;m;
4;t;
4;t;
5;t;
5;m;
6;r;
3;t;
4;t;
4;s;
4;n;
3;n;
3;t;
4;t;
4;t;
3;t;
4;r;
3;t;
4;t;
6;t;
5;c;
4;r;
5;t;
5;n;
4;s;
3;t;
4;t;
4;t;
5;m;
5;n;
6;t;
5;s;
6;t;
4;d;
4;t;
5;s;
3;n;
4;m;
3;m;
5;m;
4;c;
3;m;
5;l;
4;t;
4;t;
5;t;
6;r;
4;r;
3;s;
5;r;
4;t;
8;t;
4;r;
5;n;
5;t;
7;t;
4;t;
4;p;
6;t;
6;n;
4;r;
4;n;
4;r;
4;d;
5;r;
4;t;
4;m;
4;m;
3;t;
3;r;
4;s;
4;s;
4;n;
6;s;
4;p;
3;t;
3;t;
4;n;
5;n;
5;n;
3;t;
3;s;
5;n;
3;t;
7;m;
4;t;
5;m;
5;t;
4;t;
3;t;
4;t;
3;n;
4;n;
5;t;
5;r;
4;n;
3;s;
4;r;
4;t;
6;t;
4;r;
3;s;
4;n;
5;t;
3;r;
5;t;
5;r;
4;t;
4;s;
6;r;
4;c;
8;t;
5;t;
7;t;
3;t;
4;t;
4;t;
5;t;
4;t;
5;r;
4;s;
5;t;
4;m;
6;s;
4;t;
4;s;
4;n;
6;t;
6;n;
5;l;
4;r;
4;s;
5;t;
6;n;
3;r;
5;r;
4;t;
5;t;
5;r;
6;s;
4;t;
3;s;
5;s;
3;r;
4;l;
4;s;
3;t;
4;t;
5;r;
6;r;
6;t;
4;n;
3;t;
5;n;
5;r;
6;t;
5;t;
6;t;
4;s;
4;s;
5;t;
5;t;
5;s;
4;t;
4;s;
4;t;
5;m;
5;r;
4;n;
5;c;
6;t;
4;r;
3;t;
4;t;
4;s;
5;t;
4;r;
3;s;
4;r;
3;s;
6;t;
5;r;
4;m;
3;m;
4;n;
4;t;
5;m;
4;s;
4;t;
4;r;
4;s;
4;s;
4;n;
5;m;
6;t;
6;s;
5;s;
5;r;
4;n;
5;t;
3;r;
3;t;
4;n;
5;m;
5;s;
5;r;
4;n;
3;t;
4;t;
4;s;
6;m;
4;t;
4;s;
4;n;
6;s;
4;t;
5;s;
4;r;
4;r;
5;s;
5;t;
5;t;
3;s;
4;r;
5;s;
5;t;
3;t;
4;s;
3;s;
3;n;
4;t;
4;l;
4;t;
5;n;
4;s;
4;r;
4;m;
5;n;
6;t;
5;m;
5;s;
5;t;
3;n;
6;s;
4;r;
6;s;
7;r;
6;s;
5;t;
3;t;
5;s;
4;s;
6;s;
4;r;
4;s;
5;m;
5;m;
5;t;
7;t;
3;s;
6;r;
3;n;
4;t;
6;m;
6;s;
5;t;
6;t;
5;r;
2;t;
4;t;
4;r;
4;t;
4;r;
5;t;
4;n;
4;t;
4;t;
3;t;
4;s;
4;s;
4;r;
6;r;
4;t;
6;r;
5;r;
3;s;
4;p;
3;t;
7;r;
3;s;
4;s;
4;s;
4;s;
6;n;
3;s;
4;n;
4;t;
5;m;
4;t;
4;n;
4;t;
3;t;
4;m;
6;r;
8;m;
4;t;
6;r;
5;t;
5;t;
3;r;
7;n;
7;t;
5;t;
4;t;
7;t;
6;s;
6;t;
5;n;
4;t;
5;t;
3;t;
4;r;
5;r;
4;r;
3;s;
5;t;
3;n;
3;t;
3;c;
5;r;
3;l;
3;s;
5;r;
5;t;
5;s;
3;t;
7;r;
4;n;
5;s;
6;s;
5;t;
3;t;
3;r;
5;m;
5;s;
5;t;
5;r;
5;m;
3;n;
5;s;
5;t;
6;s;
4;s;
5;r;
4;r;
4;t;
5;s;
6;r;
3;s;
5;s;
5;t;
5;c;
5;t;
4;r;
4;m;
3;r;
5;t;
4;l;
7;n;
4;t;
5;t;
2;s;
4;r;
5;t;
5;t;
3;s;
3;t;
5;s;
4;t;
4;r;
6;s;
4;s;
4;n;
4;t;
4;r;
3;s;
4;n;
6;t;
3;s;
4;r;
3;t;
6;r;
3;r;
5;c;
5;q;
11;n;
4;t;
5;r;
4;t;
5;t;
6;r;
4;p;
4;t;
4;t;
4;s;
6;t;
5;s;
4;c;
3;t;
4;t;
4;m;
4;r;
3;s;
7;r;
4;t;
5;s;
4;t;
5;r;
5;s;
5;t;
3;s;
4;s;
3;d;
6;s;
5;m;
3;t;
5;s;
5;c;
6;s;
3;s;
5;r;
5;p;
4;s;
4;r;
6;t;
5;m;
4;t;
5;s;
4;s;
6;t;
5;s;
3;t;
5;t;
5;s;
5;s;
3;t;
5;r;
4;r;
5;s;
4;t;
4;r;
3;r;
3;s;
4;s;
5;s;
4;r;
5;s;
4;t;
4;t;
3;t;
5;t;
4;t;
5;n;
4;t;
4;t;
4;t;
3;t;
5;s;
4;s;
3;t;
4;t;
6;m;
5;s;
5;r;
5;r;
4;t;
4;t;
4;t;
5;t;
4;s;
5;t;
3;t;
4;s;
3;m;
4;s;
6;t;
4;d;
5;c;
5;t;
5;t;
4;n;
6;s;
4;r;
3;n;
4;t;
4;r;
4;t;
6;m;
4;t;
4;t;
4;r;
5;r;
5;t;
6;t;
3;t;
4;r;
4;r;
4;l;
4;t;
4;s;
4;t;
4;t;
4;n;
5;s;
4;s;
4;t;
3;t;
3;s;
4;c;
4;r;
3;t;
4;m;
4;r;
3;t;
5;n;
4;t;
5;s;
3;l;
4;t;
4;t;
4;s;
5;s;
4;r;
4;t;
5;t;
7;s;
5;t;
4;r;
4;t;
4;s;
5;m;
2;t;
3;s;
6;r;
6;s;
4;r;
4;s;
6;s;
4;t;
3;s;
5;s;
4;s;
6;m;
5;t;
5;l;
4;t;
5;t;
6;t;
3;t;
5;m;
3;s;
4;t;
4;t;
4;s;
4;r;
5;t;
5;r;
5;s;
7;t;
5;s;
5;t;
5;s;
3;t;
5;t;
5;s;
5;n;
3;s;
3;t;
6;r;
4;l;
3;t;
4;t;
5;n;
5;p;
5;n;
3;t;
4;r;
4;t;
5;n;
3;t;
6;t;
5;n;
7;n;
4;s;
4;t;
6;r;
6;r;
5;s;
5;t;
4;l;
5;s;
3;t;
4;t;
5;t;
5;t;
6;t;
4;t;
5;s;
5;s;
3;t;
6;m;
5;t;
6;s;
4;t;
3;s;
3;t;
5;n;
5;s;
4;s;
6;s;
4;s;
4;s;
5;s;
4;r;
5;n;
5;s;
6;s;
5;n;
5;s;
4;t;
5;s;
4;t;
4;s;
4;t;
7;s;
4;m;
7;r;
4;s;
3;q;
4;t;
4;t;
5;t;
4;t;
5;t;
4;s;
5;s;
5;l;
5;m;
5;c;
4;n;
4;r;
4;t;
4;q;
3;t;
4;m;
4;s;
4;t;
4;s;
3;t;
3;s;
4;s;
3;s;
4;t;
4;s;
6;t;
4;t;
5;n;
4;t;
6;t;
3;t;
5;s;
4;c;
6;n;
3;r;
5;r;
3;t;
3;t;
3;t;
5;t;
5;r;
5;c;
4;r;
5;t;
4;t;
4;s;
5;r;
3;t;
4;m;
6;m;
4;n;
4;s;
5;n;
5;s;
4;n;
4;n;
3;t;
5;m;
3;r;
6;t;
6;s;
3;n;
6;t;
5;c;
4;p;
3;t;
3;t;
4;s;
5;t;
7;t;
4;r;
4;n;
6;r;
5;t;
5;t;
5;s;
4;m;
8;r;
4;s;
5;n;
4;t;
6;n;
6;l;
3;t;
4;t;
4;s;
5;t;
5;r;
6;t;
6;n;
4;s;
4;t;
3;r;
3;t;
3;t;
5;t;
5;t;
3;t;
4;s;
6;c;
7;t;
4;s;
6;r;
9;t;
5;s;
5;n;
6;s;
5;p;
4;s;
5;t;
5;t;
4;s;
4;s;
6;t;
5;t;
6;s;
4;s;
4;t;
4;t;
8;r;
5;s;
6;n;
4;s;
3;s;
6;s;
3;s;
5;n;
4;s;
4;s;
3;t;
5;t;
5;t;
4;r;
5;t;
4;r;
5;s;
4;s;
5;c;
4;r;
5;n;
5;t;
4;t;
7;s;
3;r;
5;t;
3;s;
3;s;
5;r;
5;t;
3;t;
8;s;
3;t;
5;t;
5;s;
5;r;
4;n;
5;t;
6;s;
4;t;
4;t;
5;t;
5;r;
4;t;
9;s;
6;s;
5;n;
6;s;
5;r;
4;t;
6;s;
4;n;
4;s;
4;r;
4;t;
5;t;
6;t;
5;s;
4;c;
4;r;
5;n;
5;t;
5;s;
6;m;
5;r;
3;s;
4;c;
3;s;
4;s;
4;n;
5;s;
5;t;
3;s;
3;r;
3;t;
4;t;
3;s;
4;m;
4;s;
4;t;
3;t;
3;s;
4;t;
4;s;
5;s;
5;s;
6;s;
5;t;
3;m;
3;t;
4;l;
5;t;
5;n;
3;t;
5;t;
5;s;
5;s;
5;r;
4;s;
4;s;
5;m;
3;t;
5;s;
5;t;
4;r;
5;t;
5;n;
3;s;
3;s;
5;s;
5;r;
4;r;
3;t;
3;s;
7;s;
4;r;
5;s;
5;t;
5;n;
2;r;
3;r;
4;s;
4;t;
3;s;
4;t;
4;t;
6;t;
5;t;
4;c;
4;t;
5;s;
4;n;
4;t;
3;s;
5;s;
2;t;
4;s;
6;c;
5;s;
4;r;
5;s;
6;n;
3;t;
5;s;
5;s;
5;t;
4;c;
5;n;
6;s;
4;s;
3;t;
4;t;
5;t;
4;t;
5;m;
3;r;
5;r;
6;r;
3;t;
3;t;
4;r;
4;t;
5;m;
5;s;
3;t;
5;s;
5;t;
3;t;
4;m;
3;t;
6;t;
4;t;
4;s;
3;s;
4;n;
4;t;
5;s;
6;t;
4;n;
4;t;
3;s;
3;t;
5;r;
4;s;
5;m;
3;r;
3;n;
4;t;
5;t;
6;t;
5;r;
3;t;
3;s;
4;c;
5;t;
7;t;
3;n;
3;t;
3;r;
5;d;
5;t;
5;r;
4;r;
6;t;
5;s;
6;m;
6;t;
4;s;
4;t;
4;r;
4;q;
4;t;
3;d;
4;s;
5;m;
4;r;
6;r;
5;t;
4;r;
5;s;
5;s;
4;m;
4;t;
7;s;
4;t;
4;r;
4;s;
5;t;
4;m;
6;s;
6;s;
4;t;
4;t;
5;t;
4;m;
5;s;
4;t;
6;t;
4;m;
7;t;
5;r;
4;r;
5;s;
3;t;
4;t;
6;t;
4;t;
6;t;
5;t;
5;r;
5;s;
4;t;
5;l;
4;t;
5;n;
5;t;
6;t;
5;t;
4;s;
5;t;
6;r;
5;t;
3;n;
5;t;
5;c;
5;m;
5;t;
4;r;
4;t;
4;t;
8;n;
5;n;
6;s;
5;r;
4;r;
6;s;
4;s;
4;t;
4;t;
6;n;
4;d;
3;t;
4;t;
5;n;
3;n;
4;t;
5;s;
4;t;
4;r;
5;t;
6;t;
3;t;
4;t;
4;s;
4;t;
3;t;
5;r;
4;r;
4;t;
6;t;
4;n;
4;t;
4;t;
4;r;
4;c;
4;t;
4;m;
4;s;
5;t;
4;s;
5;s;
5;s;
4;m;
4;s;
5;r;
4;t;
5;r;
4;r;
5;t;
5;n;
6;t;
7;t;
4;s;
5;n;
3;n;
4;t;
4;t;
6;t;
4;l;
3;n;
4;t;
4;t;
7;s;
4;t;
5;t;
3;t;
4;t;
4;r;
5;n;
5;s;
3;s;
5;r;
5;s;
4;r;
4;s;
3;t;
4;m;
5;s;
5;s;
5;s;
5;n;
4;r;
4;t;
5;t;
5;n;
3;s;
4;r;
3;r;
4;n;
4;s;
4;t;
2;t;
4;s;
5;t;
4;c;
5;s;
5;r;
5;s;
5;t;
4;s;
5;r;
5;r;
5;l;
5;t;
4;s;
4;t;
3;n;
4;r;
4;s;
3;t;
4;s;
4;t;
3;s;
3;s;
5;d;
5;s;
5;s;
2;r;
4;t;
4;r;
6;s;
4;s;
4;l;
5;r;
5;s;
4;t;
6;s;
6;s;
3;s;
7;n;
5;n;
5;t;
5;t;
5;s;
7;r;
3;t;
4;t;
4;m;
3;c;
4;r;
4;m;
6;t;
3;s;
3;r;
4;t;
4;r;
5;t;
4;t;
4;l;
2;t;
4;s;
5;m;
6;l;
4;t;
6;t;
5;s;
4;t;
5;n;
6;t;
5;s;
6;r;
4;n;
4;t;
3;r;
6;n;
4;m;
4;n;
4;t;
4;t;
6;t;
5;t;
6;m;
4;m;
6;s;
5;r;
5;t;
5;n;
4;t;
4;t;
5;m;
4;r;
5;s;
4;t;
4;s;
5;m;
4;c;
6;t;
4;m;
5;r;
4;n;
4;n;
4;t;
7;s;
3;s;
