frequency;letter;
5;t;4,405940594
2;t;4,465346535
6;t;4,475247525
5;t;4,455445545
6;s;4,475247525
4;t;4,495049505
4;t;4,504950495
4;t;4,514851485
5;t;4,514851485
4;s;4,475247525
5;t;4,425742574
5;t;4,405940594
4;s;4,366336634
4;s;4,425742574
4;t;4,465346535
4;n;4,405940594
4;t;4,405940594
3;s;4,415841584
4;t;4,386138614
4;t;4,415841584
3;n;4,425742574
3;n;4,386138614
6;n;4,376237624
3;t;4,346534653
3;t;4,336633663
3;t;4,326732673
5;t;4,346534653
3;t;4,366336634
4;r;4,356435644
6;s;4,376237624
4;r;4,336633663
4;s;4,376237624
4;s;4,376237624
4;t;4,316831683
4;s;4,267326733
4;r;4,257425743
4;s;4,326732673
5;t;4,356435644
4;t;4,386138614
5;s;4,376237624
4;r;4,386138614
7;t;4,425742574
3;s;4,405940594
6;n;4,435643564
3;s;4,405940594
3;m;4,445544554
4;r;4,445544554
4;t;4,485148515
5;t;4,475247525
4;t;4,455445545
3;t;4,455445545
3;n;4,485148515
4;s;4,524752475
4;t;4,554455446
5;t;4,643564356
4;r;4,653465347
5;l;4,663366337
4;c;4,623762376
4;t;4,594059406
3;t;4,554455446
4;r;4,504950495
4;n;4,475247525
9;s;4,495049505
4;s;4,504950495
4;t;4,524752475
5;t;4,514851485
6;s;4,514851485
5;t;4,544554455
3;t;4,544554455
6;s;4,524752475
6;t;4,613861386
5;n;4,584158416
5;t;4,534653465
5;s;4,574257426
4;s;4,495049505
4;t;4,524752475
6;s;4,445544554
3;s;4,524752475
3;r;4,504950495
5;d;4,495049505
6;t;4,564356436
5;t;4,603960396
5;r;4,584158416
4;t;4,603960396
3;r;4,613861386
5;t;4,693069307
6;s;4,633663366
6;t;4,653465347
4;t;4,603960396
5;r;4,673267327
4;n;4,594059406
3;t;4,633663366
5;s;4,683168317
3;s;4,693069307
4;t;4,683168317
4;l;4,702970297
6;s;4,732673267
5;r;4,633663366
4;t;4,643564356
5;n;4,643564356
7;s;4,653465347
6;t;4,613861386
3;t;4,594059406
5;s;4,623762376
6;s;4,603960396
4;s;4,584158416
3;t;4,603960396
3;r;4,613861386
4;t;4,623762376
4;m;4,584158416
5;t;4,693069307
4;m;4,693069307
4;t;4,683168317
6;n;4,613861386
7;t;4,603960396
4;t;4,603960396
4;t;4,554455446
4;t;4,564356436
5;t;4,584158416
6;t;4,623762376
7;t;4,613861386
5;t;4,653465347
5;t;4,643564356
4;s;4,594059406
5;t;4,584158416
4;r;4,554455446
5;t;4,534653465
6;s;4,485148515
6;p;4,455445545
3;t;4,435643564
4;s;4,396039604
4;s;4,366336634
4;s;4,376237624
4;r;4,405940594
4;r;4,465346535
6;t;4,465346535
3;t;4,495049505
7;t;4,514851485
6;t;4,534653465
4;n;4,485148515
5;m;4,465346535
4;t;4,475247525
5;r;4,485148515
4;t;4,495049505
4;n;4,495049505
5;t;4,485148515
4;n;4,465346535
5;s;4,475247525
3;n;4,475247525
2;t;4,495049505
6;t;4,485148515
5;t;4,504950495
4;t;4,465346535
4;r;4,465346535
3;t;4,435643564
4;r;4,435643564
4;r;4,425742574
4;m;4,415841584
3;t;4,396039604
4;r;4,386138614
4;n;4,386138614
4;n;4,396039604
6;s;4,346534653
3;t;4,346534653
4;t;4,405940594
4;s;4,376237624
5;m;4,405940594
7;t;4,415841584
3;t;4,445544554
5;s;4,455445545
5;t;4,455445545
4;n;4,495049505
5;r;4,574257426
4;t;4,594059406
4;n;4,574257426
6;r;4,584158416
3;t;4,564356436
4;s;4,594059406
6;t;4,584158416
3;t;4,613861386
4;l;4,613861386
5;t;4,712871287
4;t;4,742574257
6;t;4,712871287
5;s;4,673267327
3;t;4,683168317
3;t;4,673267327
4;r;4,633663366
3;n;4,653465347
4;t;4,613861386
5;c;4,584158416
3;t;4,564356436
3;t;4,574257426
5;s;4,574257426
6;s;4,534653465
4;n;4,524752475
3;t;4,544554455
6;r;4,564356436
5;n;4,544554455
3;c;4,524752475
4;t;4,534653465
4;n;4,485148515
4;t;4,405940594
4;t;4,415841584
4;s;4,415841584
4;t;4,465346535
5;t;4,455445545
4;r;4,534653465
4;n;4,485148515
4;l;4,495049505
5;s;4,534653465
4;t;4,564356436
4;s;4,534653465
4;t;4,465346535
4;t;4,445544554
3;s;4,455445545
4;s;4,445544554
3;s;4,435643564
5;t;4,415841584
6;t;4,435643564
6;s;4,465346535
4;m;4,455445545
5;l;4,524752475
5;t;4,514851485
6;n;4,554455446
4;n;4,534653465
4;r;4,564356436
3;t;4,584158416
3;t;4,564356436
4;t;4,554455446
10;n;4,514851485
6;t;4,564356436
5;r;4,603960396
5;t;4,673267327
3;t;4,633663366
4;t;4,623762376
3;s;4,633663366
4;s;4,633663366
4;t;4,673267327
4;s;4,683168317
4;m;4,613861386
6;n;4,613861386
4;t;4,584158416
3;r;4,534653465
5;m;4,524752475
4;r;4,504950495
5;t;4,475247525
3;t;4,445544554
4;t;4,465346535
6;n;4,524752475
5;t;4,495049505
4;n;4,386138614
3;s;4,346534653
5;r;4,326732673
4;s;4,326732673
4;s;4,366336634
3;t;4,346534653
5;t;4,396039604
6;t;4,386138614
5;t;4,366336634
1;r;4,356435644
3;s;4,386138614
4;t;4,376237624
6;r;4,376237624
5;n;4,366336634
3;t;4,405940594
6;r;4,435643564
5;r;4,425742574
3;p;4,396039604
6;t;4,455445545
5;s;4,495049505
3;s;4,514851485
4;r;4,574257426
3;c;4,554455446
3;t;4,554455446
4;t;4,574257426
3;r;4,584158416
7;s;4,554455446
4;t;4,465346535
3;s;4,524752475
7;s;4,544554455
3;t;4,534653465
6;s;4,564356436
4;t;4,594059406
5;r;4,594059406
6;t;4,584158416
5;r;4,564356436
4;s;4,584158416
4;t;4,584158416
5;s;4,603960396
4;m;4,554455446
4;s;4,544554455
6;s;4,514851485
5;n;4,504950495
6;t;4,485148515
4;t;4,514851485
4;s;4,465346535
6;t;4,435643564
5;s;4,475247525
3;s;4,415841584
8;t;4,504950495
6;s;4,524752475
5;t;4,534653465
4;s;4,504950495
5;t;4,514851485
6;s;4,544554455
3;n;4,544554455
3;t;4,544554455
5;s;4,554455446
4;t;4,554455446
6;s;4,564356436
4;s;4,594059406
4;t;4,594059406
5;l;4,603960396
4;t;4,633663366
6;t;4,594059406
5;s;4,633663366
5;n;4,673267327
5;t;4,702970297
4;t;4,693069307
5;m;4,643564356
5;s;4,613861386
6;n;4,603960396
4;s;4,633663366
4;t;4,643564356
3;t;4,623762376
3;n;4,613861386
7;t;4,653465347
5;r;4,633663366
3;t;4,603960396
4;m;4,613861386
4;t;4,613861386
6;s;4,574257426
4;t;4,584158416
4;s;4,594059406
5;s;4,633663366
4;t;4,653465347
5;s;4,653465347
6;t;4,683168317
5;n;4,643564356
7;t;4,643564356
3;s;4,623762376
6;t;4,613861386
4;t;4,584158416
4;n;4,564356436
4;n;4,633663366
5;r;4,603960396
4;t;4,594059406
4;l;4,613861386
4;n;4,633663366
4;r;4,584158416
6;s;4,514851485
6;t;4,504950495
5;r;4,495049505
4;r;4,504950495
5;t;4,514851485
5;t;4,465346535
4;t;4,415841584
6;s;4,376237624
3;r;4,386138614
6;r;4,415841584
5;r;4,386138614
4;t;4,376237624
3;t;4,376237624
6;t;4,386138614
6;s;4,326732673
2;r;4,336633663
4;s;4,287128713
5;t;4,336633663
3;t;4,356435644
5;s;4,346534653
5;t;4,346534653
5;s;4,396039604
4;t;4,455445545
5;t;4,475247525
5;r;4,485148515
4;r;4,485148515
4;l;4,504950495
5;r;4,524752475
4;s;4,524752475
4;n;4,475247525
4;t;4,504950495
3;r;4,544554455
5;t;4,554455446
5;t;4,554455446
4;t;4,534653465
4;s;4,544554455
4;t;4,594059406
4;t;4,584158416
7;s;4,574257426
7;s;4,554455446
4;t;4,554455446
3;s;4,504950495
5;n;4,485148515
6;t;4,445544554
5;s;4,396039604
4;s;4,425742574
3;t;4,425742574
4;t;4,425742574
3;t;4,445544554
4;s;4,495049505
4;n;4,544554455
5;s;4,534653465
5;r;4,544554455
5;r;4,514851485
5;t;4,554455446
3;s;4,504950495
4;p;4,475247525
6;r;4,396039604
4;t;4,386138614
5;r;4,425742574
5;p;4,415841584
4;t;4,425742574
6;s;4,445544554
5;t;4,405940594
5;s;4,396039604
4;n;4,386138614
4;s;4,376237624
4;t;4,366336634
4;n;4,415841584
4;t;4,376237624
4;n;4,376237624
4;n;4,316831683
4;s;4,306930693
6;r;4,336633663
4;t;4,346534653
6;r;4,386138614
3;t;4,346534653
4;d;4,376237624
6;s;4,396039604
4;s;4,346534653
3;q;4,376237624
4;s;4,405940594
4;t;4,366336634
3;c;4,356435644
6;s;4,376237624
3;t;4,356435644
5;t;4,346534653
3;t;4,366336634
5;s;4,346534653
3;n;4,316831683
4;s;4,336633663
5;s;4,356435644
4;s;4,376237624
4;s;4,316831683
4;s;4,326732673
5;t;4,306930693
6;t;4,366336634
7;t;4,366336634
4;s;4,306930693
5;s;4,336633663
4;d;4,336633663
4;n;4,326732673
5;r;4,326732673
4;c;4,346534653
4;s;4,396039604
4;m;4,386138614
4;r;4,425742574
5;t;4,455445545
4;r;4,435643564
4;t;4,465346535
4;t;4,465346535
3;r;4,504950495
7;n;4,465346535
6;t;4,504950495
4;t;4,554455446
4;m;4,534653465
3;t;4,594059406
5;s;4,603960396
3;r;4,673267327
6;s;4,663366337
4;n;4,603960396
4;t;4,623762376
4;s;4,623762376
4;p;4,663366337
4;t;4,653465347
5;s;4,663366337
7;t;4,653465347
5;s;4,613861386
4;l;4,594059406
4;t;4,594059406
4;t;4,534653465
4;r;4,514851485
5;t;4,584158416
4;t;4,594059406
6;r;4,554455446
4;s;4,544554455
5;q;4,445544554
3;t;4,435643564
4;s;4,396039604
4;m;4,415841584
5;t;4,445544554
3;t;4,376237624
5;r;4,435643564
4;n;4,455445545
5;t;4,366336634
5;t;4,356435644
4;l;4,396039604
6;n;4,435643564
4;t;4,425742574
5;s;4,445544554
5;t;4,495049505
5;t;4,475247525
5;n;4,475247525
7;t;4,445544554
4;t;4,405940594
4;c;4,435643564
4;s;4,534653465
4;n;4,504950495
6;r;4,554455446
3;n;4,564356436
4;n;4,544554455
5;t;4,574257426
3;r;4,603960396
3;s;4,544554455
5;t;4,594059406
6;n;4,613861386
3;d;4,603960396
6;t;4,574257426
4;s;4,584158416
3;s;4,613861386
5;s;4,554455446
3;t;4,534653465
4;s;4,485148515
4;r;4,514851485
4;s;4,514851485
7;t;4,514851485
6;t;4,475247525
4;n;4,504950495
6;t;4,475247525
4;t;4,475247525
4;n;4,445544554
5;s;4,495049505
3;s;4,455445545
4;n;4,425742574
4;m;4,435643564
5;t;4,445544554
4;m;4,425742574
4;r;4,435643564
2;t;4,465346535
3;t;4,425742574
7;t;4,366336634
3;n;4,386138614
7;s;4,425742574
6;s;4,405940594
5;t;4,425742574
4;t;4,396039604
3;d;4,425742574
4;n;4,386138614
4;l;4,376237624
5;s;4,396039604
5;t;4,366336634
4;t;4,386138614
3;s;4,415841584
4;t;4,455445545
4;t;4,445544554
6;r;4,425742574
6;n;4,465346535
7;s;4,504950495
6;t;4,455445545
4;n;4,485148515
6;t;4,554455446
6;t;4,554455446
4;n;4,564356436
4;t;4,504950495
4;l;4,485148515
4;m;4,475247525
3;t;4,445544554
5;t;4,465346535
4;t;4,475247525
4;n;4,445544554
6;r;4,485148515
4;t;4,485148515
4;r;4,445544554
4;n;4,435643564
3;s;4,465346535
5;r;4,475247525
4;t;4,485148515
4;r;4,435643564
10;s;4,435643564
4;t;4,475247525
4;s;4,445544554
6;t;4,396039604
5;r;4,405940594
3;n;4,445544554
4;r;4,475247525
3;m;4,475247525
4;s;4,455445545
8;t;4,415841584
7;t;4,435643564
6;s;4,425742574
4;r;4,415841584
4;t;4,346534653
4;t;4,297029703
4;r;4,316831683
4;n;4,287128713
5;t;4,297029703
3;d;4,287128713
3;t;4,277227723
4;r;4,346534653
5;p;4,287128713
4;t;4,306930693
3;r;4,316831683
6;s;4,287128713
4;t;4,277227723
4;n;4,287128713
6;s;4,306930693
3;t;4,316831683
4;t;4,356435644
4;s;4,336633663
4;s;4,326732673
5;n;4,366336634
4;r;4,346534653
6;l;4,405940594
4;r;4,435643564
8;l;4,435643564
5;t;4,415841584
3;n;4,435643564
3;s;4,386138614
3;t;4,336633663
4;n;4,376237624
5;s;4,326732673
3;r;4,366336634
5;s;4,415841584
4;n;4,485148515
4;t;4,465346535
5;s;4,504950495
6;s;4,455445545
5;n;4,465346535
4;t;4,465346535
5;r;4,485148515
6;t;4,465346535
3;s;4,475247525
5;m;4,425742574
3;s;4,386138614
3;t;4,435643564
4;r;4,405940594
5;t;4,435643564
5;s;4,396039604
3;t;4,386138614
5;t;4,405940594
7;t;4,425742574
4;c;4,386138614
4;t;4,356435644
6;t;4,336633663
5;t;4,346534653
3;m;4,336633663
4;s;4,326732673
7;s;4,346534653
4;t;4,306930693
3;s;4,336633663
5;t;4,326732673
6;t;4,376237624
4;s;4,356435644
5;t;4,336633663
5;r;4,316831683
3;s;4,356435644
4;c;4,356435644
6;s;4,376237624
5;s;4,405940594
4;t;4,445544554
4;s;4,386138614
6;s;4,485148515
5;s;4,524752475
5;s;4,514851485
5;t;4,465346535
6;s;4,445544554
5;s;4,425742574
3;t;4,386138614
4;l;4,415841584
6;r;4,435643564
5;r;4,405940594
5;s;4,445544554
5;s;4,455445545
4;c;4,475247525
5;t;4,465346535
3;r;4,415841584
6;s;4,435643564
4;t;4,455445545
5;r;4,504950495
6;s;4,475247525
4;n;4,495049505
3;s;4,445544554
4;r;4,445544554
4;s;4,465346535
5;p;4,514851485
8;t;4,524752475
4;t;4,524752475
3;t;4,534653465
4;s;4,514851485
5;d;4,504950495
4;t;4,514851485
4;r;4,475247525
5;s;4,475247525
6;s;4,495049505
5;t;4,514851485
6;s;4,554455446
4;n;4,504950495
5;s;4,475247525
5;m;4,435643564
5;s;4,435643564
6;s;4,435643564
3;s;4,415841584
6;t;4,435643564
5;t;4,435643564
3;t;4,455445545
4;t;4,405940594
8;n;4,386138614
4;s;4,415841584
5;n;4,425742574
3;r;4,405940594
5;s;4,356435644
4;t;4,376237624
6;t;4,396039604
4;s;4,405940594
4;t;4,485148515
5;m;4,504950495
5;m;4,495049505
6;r;4,495049505
4;s;4,485148515
5;t;4,524752475
4;s;4,544554455
6;r;4,544554455
4;s;4,485148515
5;m;4,435643564
4;r;4,475247525
4;m;4,465346535
4;s;4,485148515
6;m;4,544554455
3;t;4,554455446
4;n;4,514851485
5;s;4,534653465
3;t;4,544554455
6;n;4,554455446
4;d;4,495049505
4;t;4,465346535
3;t;4,445544554
4;m;4,465346535
4;t;4,435643564
6;r;4,455445545
4;m;4,435643564
4;s;4,405940594
7;r;4,425742574
4;n;4,425742574
5;t;4,445544554
5;r;4,356435644
4;s;4,415841584
5;t;4,475247525
3;n;4,455445545
6;t;4,435643564
6;t;4,455445545
4;r;4,475247525
3;t;4,465346535
3;r;4,524752475
4;t;4,514851485
3;s;4,524752475
3;t;4,544554455
6;s;4,574257426
3;n;4,574257426
5;t;4,554455446
5;t;4,554455446
3;t;4,574257426
4;s;4,554455446
6;m;4,603960396
5;s;4,584158416
4;s;4,643564356
5;s;4,584158416
5;n;4,594059406
4;s;4,574257426
7;r;4,584158416
5;n;4,643564356
4;r;4,643564356
4;t;4,633663366
6;n;4,554455446
4;t;4,564356436
4;s;4,574257426
3;t;4,544554455
6;s;4,504950495
4;s;4,534653465
4;r;4,524752475
3;s;4,504950495
3;s;4,514851485
5;s;4,495049505
4;s;4,485148515
7;n;4,504950495
6;s;4,475247525
5;t;4,485148515
5;s;4,475247525
4;t;4,485148515
5;r;4,445544554
5;r;4,405940594
5;r;4,366336634
8;t;4,396039604
3;t;4,386138614
5;s;4,376237624
6;t;4,366336634
4;n;4,356435644
6;n;4,336633663
4;r;4,366336634
6;s;4,376237624
5;s;4,376237624
4;r;4,386138614
5;n;4,396039604
5;s;4,356435644
4;s;4,336633663
4;s;4,376237624
5;t;4,366336634
7;l;4,346534653
7;t;4,326732673
5;t;4,346534653
5;r;4,386138614
7;s;4,405940594
5;r;4,435643564
4;n;4,485148515
4;n;4,485148515
4;s;4,544554455
5;t;4,564356436
5;m;4,584158416
5;m;4,564356436
5;n;4,594059406
4;n;4,603960396
6;t;4,594059406
4;t;4,594059406
6;s;4,564356436
4;c;4,574257426
6;r;4,534653465
6;t;4,524752475
4;r;4,534653465
5;t;4,554455446
4;r;4,524752475
6;t;4,524752475
4;s;4,524752475
5;t;4,475247525
4;n;4,475247525
6;m;4,495049505
6;t;4,465346535
3;t;4,445544554
5;s;4,405940594
4;t;4,435643564
4;t;4,415841584
5;n;4,405940594
5;r;4,425742574
3;t;4,415841584
3;t;4,445544554
4;r;4,524752475
4;r;4,594059406
4;t;4,574257426
4;s;4,584158416
5;r;4,603960396
6;s;4,653465347
4;l;4,643564356
4;r;4,623762376
4;s;4,633663366
5;d;4,584158416
6;l;4,554455446
4;t;4,544554455
5;p;4,544554455
3;t;4,554455446
5;r;4,564356436
3;t;4,524752475
5;r;4,534653465
5;r;4,495049505
4;d;4,504950495
5;t;4,495049505
4;c;4,554455446
5;s;4,465346535
5;t;4,475247525
5;r;4,485148515
4;r;4,495049505
4;q;4,435643564
3;d;4,415841584
5;s;4,415841584
4;t;4,475247525
9;s;4,475247525
3;s;4,495049505
5;s;4,534653465
4;r;4,564356436
4;l;4,514851485
4;q;4,455445545
4;r;4,455445545
4;c;4,415841584
6;n;4,435643564
4;r;4,425742574
5;s;4,435643564
4;s;4,396039604
2;r;4,376237624
3;t;4,366336634
6;s;4,336633663
6;s;4,336633663
4;t;4,316831683
3;t;4,376237624
5;s;4,356435644
4;t;4,306930693
4;r;4,326732673
4;t;4,346534653
5;t;4,306930693
4;t;4,316831683
5;s;4,316831683
4;r;4,306930693
3;r;4,356435644
5;t;4,405940594
3;t;4,396039604
4;t;4,425742574
5;s;4,455445545
2;t;4,435643564
4;s;4,415841584
4;t;4,435643564
4;n;4,465346535
7;s;4,475247525
4;t;4,475247525
5;m;4,485148515
6;p;4,514851485
4;t;4,524752475
5;t;4,594059406
3;t;4,534653465
4;s;4,514851485
5;m;4,455445545
5;r;4,425742574
5;n;4,475247525
5;r;4,465346535
3;t;4,405940594
3;t;4,405940594
6;r;4,386138614
4;t;4,386138614
4;r;4,346534653
4;t;4,366336634
4;s;4,376237624
4;t;4,396039604
4;c;4,396039604
6;r;4,376237624
3;s;4,405940594
4;r;4,396039604
4;r;4,415841584
4;c;4,346534653
6;t;4,336633663
5;t;4,366336634
5;t;4,386138614
4;s;4,425742574
6;s;4,435643564
4;r;4,455445545
6;n;4,504950495
4;s;4,534653465
4;n;4,504950495
4;t;4,534653465
6;r;4,594059406
4;c;4,643564356
4;t;4,663366337
5;t;4,633663366
4;m;4,613861386
3;r;4,574257426
4;m;4,524752475
6;c;4,534653465
5;s;4,534653465
4;s;4,544554455
4;r;4,564356436
7;t;4,564356436
7;s;4,544554455
4;t;4,554455446
5;r;4,594059406
8;s;4,594059406
5;s;4,534653465
4;s;4,504950495
4;c;4,524752475
5;c;4,524752475
4;r;4,504950495
3;t;4,504950495
4;t;4,514851485
4;t;4,544554455
4;t;4,594059406
5;s;4,613861386
4;c;4,663366337
3;t;4,643564356
4;s;4,693069307
4;t;4,643564356
5;r;4,613861386
4;n;4,564356436
5;t;4,574257426
5;m;4,594059406
5;m;4,613861386
4;t;4,574257426
4;n;4,623762376
4;t;4,633663366
6;t;4,603960396
4;t;4,574257426
5;s;4,540816327
3;t;4,516129032
3;t;4,454545455
3;t;4,457831325
5;t;
4;t;
4;t;
4;n;
4;t;
5;s;
1;r;
4;n;
5;c;
7;s;
4;t;
5;m;
4;t;
6;s;
5;s;
5;t;
4;t;
4;q;
6;m;
6;s;
3;n;
4;s;
5;r;
6;n;
5;s;
6;s;
4;t;
3;t;
5;n;
4;t;
3;s;
4;c;
4;t;
6;t;
3;r;
3;s;
5;n;
6;s;
6;s;
5;t;
5;t;
4;t;
4;l;
4;t;
4;q;
4;m;
3;r;
4;s;
7;r;
4;r;
6;t;
5;s;
4;t;
5;s;
4;s;
5;n;
4;t;
3;s;
6;n;
4;n;
5;s;
4;r;
4;l;
4;t;
6;s;
3;t;
4;t;
4;t;
3;t;
6;s;
6;t;
3;t;
4;m;
4;l;
4;t;
5;t;
4;r;
4;t;
4;t;
4;s;
5;t;
4;s;
3;t;
7;s;
2;t;
3;r;
5;n;
6;r;
6;s;
5;m;
8;t;
4;t;
4;t;
4;t;
6;n;
6;r;
4;r;
4;t;
4;t;
4;r;
4;t;
4;t;
5;c;
3;t;
4;n;
3;l;
5;t;
3;t;
4;t;
5;s;
5;t;
6;s;
4;t;
4;t;
4;t;
3;s;
5;n;
4;s;
4;r;
4;s;
3;s;
4;t;
5;t;
5;t;
6;n;
3;t;
5;r;
4;t;
4;t;
5;t;
4;t;
4;r;
3;t;
4;r;
4;t;
3;r;
5;t;
3;t;
5;c;
5;t;
4;r;
6;r;
5;m;
5;s;
4;r;
4;m;
4;r;
5;s;
4;m;
4;s;
5;t;
4;s;
3;r;
4;t;
4;t;
4;t;
3;t;
5;r;
3;q;
4;r;
4;t;
4;s;
5;s;
5;n;
5;r;
3;t;
5;s;
4;m;
5;t;
3;t;
7;t;
4;t;
4;s;
5;t;
4;r;
3;q;
5;s;
5;r;
5;s;
4;n;
6;t;
5;t;
3;x;
4;l;
5;n;
6;n;
5;t;
6;t;
5;n;
4;r;
3;s;
3;t;
3;l;
7;t;
5;r;
4;t;
4;m;
4;s;
4;n;
4;r;
5;s;
4;r;
4;n;
5;s;
5;s;
5;r;
4;n;
6;t;
4;r;
5;t;
4;n;
4;r;
5;t;
3;s;
4;t;
4;s;
3;t;
5;t;
4;s;
4;r;
6;s;
4;s;
6;r;
3;p;
5;t;
4;s;
3;s;
3;t;
3;t;
3;t;
5;r;
5;t;
4;m;
3;m;
4;l;
7;s;
3;t;
4;m;
3;t;
4;t;
4;n;
4;s;
4;t;
4;n;
4;n;
6;t;
4;r;
4;s;
7;s;
4;t;
3;s;
6;r;
6;s;
4;r;
4;t;
6;t;
4;r;
6;t;
4;t;
3;t;
5;s;
4;t;
3;r;
3;t;
3;s;
3;t;
4;n;
3;s;
3;q;
4;r;
6;t;
4;l;
5;s;
4;s;
4;r;
4;t;
5;t;
4;t;
5;s;
7;s;
5;s;
4;t;
4;t;
3;p;
6;t;
4;n;
4;m;
3;s;
3;s;
4;s;
4;t;
4;s;
5;t;
7;s;
4;r;
4;s;
3;t;
4;s;
4;n;
4;t;
4;r;
3;t;
4;l;
4;t;
5;l;
5;c;
4;t;
4;s;
4;n;
4;c;
5;n;
8;s;
4;s;
4;t;
4;c;
4;s;
5;s;
5;c;
5;t;
6;c;
5;l;
5;t;
3;t;
5;t;
4;s;
5;t;
4;s;
9;s;
3;t;
6;t;
5;t;
4;l;
5;s;
5;t;
5;m;
4;t;
4;s;
4;r;
6;t;
5;r;
4;s;
3;n;
3;t;
4;t;
5;s;
3;t;
4;t;
5;s;
4;t;
5;t;
4;r;
3;r;
2;t;
3;s;
3;s;
4;p;
3;t;
5;m;
5;l;
4;c;
5;s;
4;l;
4;t;
5;t;
6;t;
6;t;
6;n;
5;n;
5;s;
4;p;
5;t;
4;t;
5;s;
4;s;
5;t;
4;t;
4;t;
5;t;
3;d;
3;s;
4;r;
4;c;
5;r;
4;c;
4;n;
6;t;
4;s;
4;s;
5;n;
5;t;
5;t;
4;s;
5;t;
5;r;
6;t;
3;t;
4;t;
4;n;
3;t;
5;r;
5;r;
4;s;
4;t;
5;t;
3;r;
4;t;
4;s;
4;n;
5;t;
4;s;
5;r;
5;t;
3;s;
5;r;
4;r;
5;r;
5;n;
5;s;
4;m;
5;t;
3;t;
6;n;
4;t;
4;r;
5;r;
5;r;
6;t;
5;n;
6;t;
4;r;
4;r;
4;s;
4;n;
6;t;
4;t;
3;t;
5;t;
3;s;
3;t;
4;s;
4;s;
5;c;
4;t;
4;t;
4;r;
4;t;
6;t;
5;l;
4;t;
6;s;
5;r;
4;t;
4;t;
4;t;
5;r;
4;t;
5;t;
5;n;
5;s;
5;s;
4;n;
5;r;
3;t;
6;t;
4;r;
5;s;
4;t;
4;s;
5;d;
4;s;
3;t;
5;s;
5;t;
3;m;
3;t;
3;t;
7;t;
4;n;
4;c;
5;t;
5;t;
4;t;
3;m;
5;r;
4;t;
5;t;
4;n;
4;r;
4;t;
5;t;
5;t;
6;t;
3;r;
5;t;
7;t;
5;t;
4;s;
4;s;
5;r;
5;n;
4;s;
4;t;
4;s;
5;n;
5;t;
4;t;
4;s;
3;s;
4;s;
4;t;
4;r;
3;n;
4;m;
3;t;
4;s;
4;s;
4;t;
3;s;
5;t;
4;m;
4;s;
4;r;
5;t;
3;t;
5;t;
5;s;
5;s;
4;r;
4;n;
6;t;
4;s;
5;t;
6;r;
4;n;
4;t;
4;t;
4;t;
3;t;
4;t;
5;m;
5;n;
6;t;
5;n;
5;m;
6;t;
4;t;
4;n;
4;m;
3;t;
4;s;
4;m;
5;s;
3;m;
3;n;
4;t;
5;t;
4;r;
4;r;
3;t;
5;t;
6;t;
5;t;
4;s;
4;t;
4;s;
4;s;
3;r;
6;s;
4;n;
5;s;
6;t;
4;r;
5;s;
4;c;
4;r;
5;s;
5;s;
4;t;
5;s;
3;t;
6;r;
5;t;
4;t;
6;r;
4;s;
5;t;
6;t;
3;r;
5;c;
5;m;
4;t;
6;l;
5;s;
5;s;
4;l;
5;n;
3;s;
3;s;
3;t;
3;t;
3;l;
4;s;
5;t;
6;t;
5;c;
5;t;
4;s;
8;n;
4;r;
4;s;
3;t;
3;t;
4;s;
6;s;
4;r;
6;s;
3;r;
5;t;
4;s;
7;t;
5;r;
4;t;
4;r;
4;t;
5;s;
4;s;
5;s;
5;n;
5;t;
6;t;
5;r;
8;s;
3;t;
5;t;
3;m;
7;r;
5;n;
5;t;
5;s;
6;s;
4;r;
3;t;
5;r;
3;r;
5;s;
4;r;
7;r;
4;t;
5;t;
5;t;
5;t;
5;s;
4;d;
5;s;
4;r;
5;t;
4;t;
6;t;
5;s;
5;t;
2;t;
5;r;
4;t;
4;s;
5;t;
6;s;
5;t;
3;t;
4;t;
3;s;
4;t;
4;t;
4;t;
4;r;
5;p;
4;n;
5;s;
3;s;
4;s;
5;t;
7;s;
5;t;
5;s;
7;t;
4;s;
4;r;
4;l;
3;s;
6;s;
4;t;
4;t;
4;r;
3;t;
5;n;
7;n;
5;t;
3;t;
5;s;
4;s;
5;r;
4;m;
5;r;
4;s;
3;p;
5;s;
5;s;
7;r;
6;t;
5;t;
5;t;
5;t;
4;c;
5;s;
5;s;
6;t;
5;t;
4;s;
3;s;
4;s;
2;t;
3;t;
4;r;
5;s;
5;s;
6;r;
3;r;
5;s;
4;t;
6;r;
5;s;
4;t;
5;n;
3;t;
3;s;
4;r;
6;s;
4;c;
6;t;
5;s;
6;r;
4;r;
4;n;
3;t;
5;s;
3;t;
4;s;
3;r;
4;s;
4;t;
3;m;
5;t;
5;r;
5;t;
4;n;
4;t;
4;n;
5;t;
4;r;
5;t;
4;r;
3;t;
3;t;
5;t;
4;t;
4;t;
5;t;
4;t;
4;s;
8;t;
4;n;
3;s;
3;s;
4;r;
3;t;
5;r;
5;r;
4;t;
5;m;
6;s;
5;s;
5;t;
4;s;
5;s;
7;s;
4;s;
6;s;
3;r;
6;s;
5;s;
3;s;
4;t;
3;s;
6;s;
6;t;
7;t;
7;r;
6;s;
4;s;
4;s;
3;s;
6;l;
4;s;
3;t;
5;t;
4;t;
4;r;
7;t;
5;s;
1;r;
3;m;
5;m;
4;n;
4;t;
4;n;
5;s;
4;s;
4;s;
4;s;
3;t;
5;n;
5;t;
3;t;
